area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050.0,2.0,2.0,55.5,2,5285.71
Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1390.0,2.0,2.0,70.21,2,5051.08
Built-up  Area,Ready To Move,Hulimavu,2 BHK,,1275.0,2.0,3.0,46.0,2,3607.84
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,AriosPa,1280.0,2.0,2.0,69.0,3,5390.62
Plot  Area,Ready To Move,Lingarajapuram,7 Bedroom,,1280.0,5.0,3.0,150.0,7,11718.75
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614.0,3.0,2.0,95.0,3,5886.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1000.0,2.0,0.0,58.0,2,5800.0
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,1196.0,2.0,2.0,57.9,2,4841.14
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220.0,3.0,2.0,57.0,3,4672.13
Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice,950.0,2.0,1.0,31.95,2,3363.16
Super built-up  Area,Ready To Move,Doddabommasandra,9 BHK,,2400.0,8.0,2.0,325.0,9,13541.67
Super built-up  Area,Ready To Move,Akshaya Vana,2 BHK,Daganva,1141.0,2.0,1.0,55.0,2,4820.33
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Saisena,1200.0,2.0,2.0,51.0,2,4250.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1380.0,2.0,2.0,55.0,3,3985.51
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Elayabh,855.0,2.0,1.0,32.0,2,3742.69
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1,2550.39
Super built-up  Area,Ready To Move,Chandapura,2 BHK,Siissi,922.0,2.0,1.0,36.0,2,3904.56
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1200.0,2.0,2.0,43.2,2,3600.0
Super built-up  Area,Ready To Move,Nagadevanahalli,3 BHK,Gaenty,1240.0,2.0,2.0,65.0,3,5241.94
Super built-up  Area,18-Aug,7th Phase JP Nagar,2 BHK,,1070.0,2.0,2.0,42.0,2,3925.23
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293.0,2.0,2.0,75.0,2,5800.46
Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,,1380.0,2.0,1.0,50.0,3,3623.19
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Cerasy,1599.0,3.0,2.0,80.0,3,5003.13
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,967.0,2.0,2.0,41.1,2,4250.26
Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SaMTBai,1885.0,3.0,3.0,90.0,3,4774.54
Built-up  Area,Ready To Move,1st Block Koramangala,2 BHK,,860.0,2.0,2.0,65.5,2,7616.28
Plot  Area,Ready To Move,Yelahanka,1 Bedroom,,1075.0,1.0,0.0,19.5,1,1813.95
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050.0,2.0,1.0,63.5,2,6047.62
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PuilaMi,1595.0,3.0,2.0,88.0,3,5517.24
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1350.0,2.0,2.0,102.0,2,7555.56
Built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1204.0,2.0,2.0,45.0,2,3737.54
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,SoineJa,2990.0,4.0,2.0,240.0,4,8026.76
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035.0,2.0,2.0,49.0,2,4734.3
Super built-up  Area,18-Dec,ITPL,2 BHK,,1000.0,2.0,1.0,29.95,2,2995.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1457.0,3.0,3.0,85.0,3,5833.91
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194.0,2.0,2.0,47.0,2,3936.35
Super built-up  Area,21-Dec,Bannerghatta,2 BHK,,1100.0,2.0,1.0,66.0,2,6000.0
Super built-up  Area,18-Mar,Whitefield,3 BHK,Prtates,1655.0,3.0,3.0,120.0,3,7250.76
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1691.2,3.0,1.0,115.0,3,6799.91
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1215.0,2.0,1.0,46.1,2,3794.24
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,1155.0,2.0,0.0,50.125,2,4339.83
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1639.0,3.0,2.0,129.0,3,7870.65
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1685.0,3.0,1.0,135.0,3,8011.87
Built-up  Area,Ready To Move,Kaveri Nagar,5 Bedroom,,1008.0,4.0,2.0,180.0,5,17857.14
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Jhntspa,1100.0,2.0,3.0,38.0,2,3454.55
Super built-up  Area,19-Sep,Marathahalli,3 BHK,Vaeva E,2122.0,3.0,2.0,125.0,3,5890.67
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1050.0,2.0,2.0,47.0,2,4476.19
Built-up  Area,Ready To Move,Kengeri,2 BHK,Sravema,1230.0,2.0,2.0,45.0,2,3658.54
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,,1240.0,3.0,2.0,60.0,3,4838.71
Built-up  Area,16-Oct,Electronic City Phase II,3 BHK,Brods W,1252.0,2.0,3.0,65.0,3,5191.69
Super built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,,1374.0,2.0,2.0,88.0,3,6404.66
Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500.0,1.0,1.0,30.0,1,6000.0
Plot  Area,Ready To Move,Arekere,8 Bedroom,,1200.0,8.0,2.0,225.0,8,18750.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355.0,3.0,2.0,83.87,3,6189.67
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1040.0,2.0,3.0,45.0,2,4326.92
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1350.0,2.0,2.0,68.0,2,5037.04
Super built-up  Area,18-Apr,Whitefield,4 BHK,Prtates,4003.0,6.0,3.0,300.0,4,7494.38
Super built-up  Area,Ready To Move,Hennur,3 BHK,JahtsHe,2400.0,3.0,2.0,135.0,3,5625.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Grterrr,1560.0,3.0,1.0,90.0,3,5769.23
Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1151.0,2.0,1.0,43.16,2,3749.78
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360.0,2.0,2.0,47.59,3,3499.26
Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1250.0,2.0,2.0,60.0,2,4800.0
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1110.0,2.0,2.0,29.97,3,2700.0
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Baesta,1015.0,2.0,2.0,50.0,2,4926.11
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Trade E,1351.0,2.0,2.0,78.0,3,5773.5
Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,960.0,2.0,2.0,50.0,2,5208.33
Super built-up  Area,18-May,Virat Nagar,2 BHK,,1110.0,2.0,2.0,52.0,2,4684.68
Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1680.0,3.0,2.0,72.0,3,4285.71
Plot  Area,Ready To Move,Arekere,3 Bedroom,Vetanan,2400.0,3.0,1.0,180.0,3,7500.0
Plot  Area,18-Apr,Yemlur,4 Bedroom,Epllan,11000.0,5.0,3.0,2000.0,4,18181.82
Built-up  Area,18-Mar,Ramamurthy Nagar Extension,3 BHK,SaaceSa,1350.0,3.0,2.0,48.6,3,3600.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Asorai,1254.0,2.0,2.0,47.0,2,3748.01
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255.0,3.0,2.0,115.0,3,9163.35
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,ARestco,1051.0,2.0,3.0,61.0,2,5804.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,RaontWa,1099.0,2.0,2.0,65.0,2,5914.47
Super built-up  Area,Ready To Move,Hebbal,3 BHK,SNontle,2650.0,4.0,3.0,199.0,3,7509.43
Built-up  Area,18-May,Mathikere Extension,4 Bedroom,,2000.0,2.0,1.0,160.0,4,8000.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,RNvasth,1541.0,2.0,2.0,130.0,2,8436.08
Plot  Area,18-May,Sarjapur  Road,3 Bedroom,Cetattu,1200.0,3.0,2.0,70.0,3,5833.33
Built-up  Area,Ready To Move,Whitefield,2 BHK,GCngsn,1125.0,2.0,2.0,45.0,2,4000.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650.0,3.0,2.0,85.0,3,5151.52
Super built-up  Area,Ready To Move,Ashwini layout,1 BHK,Kaantth,834.0,1.0,1.0,62.0,1,7434.05
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner,1320.0,3.0,2.0,60.0,3,4545.45
Plot  Area,Ready To Move,Malleshpalya,3 Bedroom,,1200.0,3.0,1.0,149.0,3,12416.67
Plot  Area,Ready To Move,Indra Nagar,8 Bedroom,,1000.0,7.0,0.0,160.0,8,16000.0
Super built-up  Area,19-Apr,Mysore Road,3 BHK,Brama P,1500.0,3.0,2.0,74.0,3,4933.33
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4400.0,5.0,2.0,500.0,4,11363.64
Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,,600.0,1.0,0.0,52.0,1,8666.67
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Suram S,1180.0,2.0,2.0,70.0,2,5932.2
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,SLoven,1010.0,2.0,1.0,50.0,2,4950.5
Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1070.0,2.0,1.0,38.0,2,3551.4
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,,1580.0,3.0,3.0,105.0,3,6645.57
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,,2000.0,3.0,2.0,165.0,3,8250.0
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,DNionfl,1920.0,3.0,2.0,130.0,3,6770.83
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1200.0,2.0,1.0,76.0,3,6333.33
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Prmesi,1040.0,2.0,2.0,45.0,2,4326.92
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Inods A,1430.0,2.0,2.0,90.0,3,6293.71
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1215.0,2.0,2.0,52.85,3,4349.79
Super built-up  Area,Ready To Move,Domlur,1 BHK,Saiewas,650.0,1.0,1.0,70.0,1,10769.23
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya,1564.0,3.0,1.0,105.0,3,6713.55
Built-up  Area,Ready To Move,Hormavu,2 Bedroom,,750.0,2.0,0.0,58.0,2,7733.33
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1200.0,2.0,2.0,60.0,2,5000.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128.0,2.0,1.0,48.79,2,4325.35
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh,1200.0,2.0,2.0,44.4,2,3700.0
Super built-up  Area,Ready To Move,Cholanayakanahalli,4 BHK,,2000.0,4.0,1.0,135.0,4,6750.0
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Leora D,2750.0,3.0,2.0,260.0,3,9454.55
Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2400.0,4.0,2.0,480.0,4,20000.0
Built-up  Area,Ready To Move,Yelahanka,3 BHK,BKideor,1650.0,3.0,3.0,105.0,3,6363.64
Super built-up  Area,18-Jun,1st Block Jayanagar,2 BHK,,1235.0,2.0,2.0,148.0,2,11983.81
Built-up  Area,Ready To Move,Yelahanka,2 BHK,JSlipTu,1200.0,2.0,2.0,55.0,2,4583.33
Super built-up  Area,Ready To Move,M V Extenstion,6 BHK,,900.0,5.0,2.0,100.0,6,11111.11
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr,985.0,2.0,2.0,42.0,2,4263.96
Super built-up  Area,18-May,Ramagondanahalli,3 BHK,ViistLa,1475.0,2.0,2.0,63.0,3,4271.19
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450.0,5.0,0.0,348.0,3,10086.96
Super built-up  Area,19-Nov,Sarjapur  Road,3 BHK,AsastDe,1157.0,2.0,1.0,53.99,3,4666.38
Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,Apvas N,900.0,2.0,3.0,35.0,2,3888.89
Plot  Area,Ready To Move,Gottigere,4 Bedroom,,2500.0,3.0,2.0,120.0,4,4800.0
Built-up  Area,Ready To Move,GM Palaya,2 BHK,,1030.0,2.0,1.0,60.0,2,5825.24
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Vaunei,3800.0,3.0,3.0,325.0,4,8552.63
Plot  Area,18-May,Kasavanhalli,4 Bedroom,,4260.0,4.0,2.0,333.0,4,7816.9
Plot  Area,Ready To Move,Brookefield,5 Bedroom,Goodsrb,1950.0,6.0,3.0,175.0,5,8974.36
Super built-up  Area,Ready To Move,Kudlu,3 BHK,GKityde,1570.0,2.0,2.0,65.94,3,4200.0
Super built-up  Area,18-Aug,Kanakapura,2 BHK,GoityEt,1283.0,2.0,2.0,68.0,2,5300.08
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,875.0,2.0,2.0,40.0,3,4571.43
Super built-up  Area,Ready To Move,Vinayaka Nagar,2 BHK,,1200.0,2.0,2.0,52.0,2,4333.33
Plot  Area,Ready To Move,HAL 2nd Stage,3 Bedroom,,2700.0,3.0,0.0,500.0,3,18518.52
Plot  Area,Ready To Move,Konanakunte,3 Bedroom,,2400.0,2.0,3.0,180.0,3,7500.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1250.0,2.0,2.0,68.75,3,5500.0
Super built-up  Area,18-Feb,Old Madras Road,4 BHK,Brica E,3630.0,6.0,1.0,196.0,4,5399.45
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad,990.0,2.0,2.0,37.62,2,3800.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1199.0,2.0,1.0,85.0,2,7089.24
Super built-up  Area,Ready To Move,Brindavan Nagar,2 BHK,,1280.0,2.0,2.0,90.0,2,7031.25
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2750.0,4.0,0.0,413.0,4,15018.18
Built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,Myhrie,1190.0,2.0,1.0,55.0,2,4621.85
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1100.0,2.0,2.0,60.0,2,5454.55
Super built-up  Area,Ready To Move,RMV,3 BHK,,2075.0,3.0,1.0,175.0,3,8433.73
Built-up  Area,Ready To Move,Harlur,2 BHK,Spiteid,1133.0,2.0,1.0,55.0,2,4854.37
Built-up  Area,Ready To Move,Somasundara Palya,4 BHK,ManceEl,2400.0,3.0,3.0,140.0,4,5833.33
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1280.0,2.0,2.0,69.0,2,5390.62
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,,1250.0,3.0,2.0,65.0,3,5200.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh,1565.0,2.0,2.0,49.3,3,3150.16
Super built-up  Area,Ready To Move,Pattanagere,3 BHK,,1900.0,3.0,0.0,65.0,3,3421.05
Built-up  Area,Ready To Move,Munnekollal,2 BHK,PancyRe,1080.0,2.0,2.0,45.0,2,4166.67
Super built-up  Area,Ready To Move,Battarahalli,1 BHK,,600.0,1.0,0.0,47.0,1,7833.33
Plot  Area,Ready To Move,Himagiri Meadows,3 Bedroom,Hiowsi,1240.0,4.0,1.0,180.0,3,14516.13
Built-up  Area,Ready To Move,HRBR Layout,3 BHK,Fleepi,1335.0,2.0,1.0,87.0,3,6516.85
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246.0,2.0,1.0,67.3,2,5401.28
Super built-up  Area,18-Dec,JP Nagar,3 BHK,Pehtsa,3496.5,2.0,2.0,237.5,3,6792.51
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1385.0,3.0,1.0,55.0,3,3971.12
Super built-up  Area,18-Nov,Govindpura,3 BHK,,1578.0,3.0,1.0,73.9,3,4683.14
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140.0,2.0,2.0,46.0,2,4035.09
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,PualeSk,1700.0,3.0,1.0,79.9,3,4700.0
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1120.0,2.0,1.0,70.0,2,6250.0
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GMown E,435.0,1.0,1.0,22.0,1,5057.47
Super built-up  Area,Ready To Move,Magadi Road,2 BHK,Vrenty,1116.0,2.0,1.0,51.89,2,4649.64
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1480.0,3.0,2.0,95.0,3,6418.92
Built-up  Area,Ready To Move,Hormavu,2 BHK,Foisha,1000.0,2.0,2.0,50.0,2,5000.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145.0,2.0,2.0,46.0,2,4017.47
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Niara S,800.0,1.0,1.0,32.0,2,4000.0
Super built-up  Area,18-Apr,Thanisandra,2 BHK,Bhmesy,1265.0,2.0,1.0,83.0,2,6561.26
Super built-up  Area,21-Jul,Devanahalli,3 BHK,Oznuean,1700.0,3.0,0.0,88.2,3,5188.24
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Jancyva,1265.0,2.0,2.0,55.0,2,4347.83
Built-up  Area,Ready To Move,Anandapura,2 Bedroom,,1200.0,2.0,0.0,58.0,2,4833.33
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2180.0,3.0,2.0,210.0,3,9633.03
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Usnexra,1080.0,2.0,3.0,50.0,2,4629.63
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Priew P,2023.0,4.0,2.0,130.0,3,6426.1
Super built-up  Area,Ready To Move,Hanumantha Nagar,2 BHK,,2400.0,2.0,3.0,125.0,2,5208.33
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,Srhan P,1545.0,2.0,2.0,66.0,3,4271.84
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804.0,3.0,2.0,166.0,3,9201.77
Plot  Area,Ready To Move,3rd Block Hrbr Layout,2 Bedroom,,1200.0,2.0,1.0,200.0,2,16666.67
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,,1350.0,2.0,2.0,58.0,3,4296.3
Super built-up  Area,21-Dec,Hoodi,2 BHK,GoAirej,1108.0,2.0,1.0,74.23,2,6699.46
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1730.0,3.0,2.0,115.0,3,6647.4
Super built-up  Area,Ready To Move,RWF West Colony,3 BHK,PancyRe,1427.0,2.0,3.0,70.0,3,4905.4
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad,935.0,2.0,1.0,35.53,2,3800.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,Soe 2as,1073.0,2.0,2.0,31.77,2,2960.86
Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Patri M,960.0,2.0,3.0,37.0,2,3854.17
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215.0,4.0,2.0,150.0,3,6772.01
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1125.0,2.0,1.0,32.49,2,2888.0
Built-up  Area,Ready To Move,Brookefield,2 BHK,,1230.0,2.0,3.0,55.0,2,4471.54
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar,1438.0,2.0,2.0,89.0,2,6189.15
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080.0,2.0,2.0,75.0,2,6944.44
Plot  Area,Ready To Move,Hebbal Kempapura,3 Bedroom,,1200.0,3.0,2.0,125.0,3,10416.67
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200.0,1.0,1.0,103.0,2,8583.33
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590.0,3.0,2.0,58.0,3,3647.8
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Mazler,1350.0,3.0,2.0,68.0,3,5037.04
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1400.0,2.0,2.0,48.0,3,3428.57
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Aincyev,1560.0,2.0,3.0,72.0,3,4615.38
Built-up  Area,Ready To Move,Mallasandra,4 BHK,Shbhi S,1810.0,3.0,2.0,57.0,4,3149.17
Super built-up  Area,Ready To Move,Kanaka Nagar,3 BHK,SoniaPe,2274.24,4.0,1.0,160.0,3,7035.32
Super built-up  Area,18-Dec,Sonnenahalli,3 BHK,Skacak,1484.0,3.0,1.0,74.18,3,4998.65
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,MCtleas,1650.0,3.0,3.0,220.0,3,13333.33
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,Pantsce,1455.0,2.0,2.0,55.0,3,3780.07
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,2280.0,4.0,2.0,184.0,3,8070.18
Super built-up  Area,Ready To Move,Rest House Road,5 BHK,,4900.0,5.0,2.0,980.0,5,20000.0
Built-up  Area,18-Apr,Frazer Town,3 BHK,,2079.0,3.0,3.0,220.0,3,10582.01
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1351.0,2.0,2.0,74.0,2,5477.42
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1223.0,2.0,2.0,42.81,3,3500.41
Super built-up  Area,18-Jun,KR Puram,3 BHK,MCnexva,1430.0,2.0,1.0,61.0,3,4265.73
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3589.0,5.0,0.0,400.0,4,11145.17
Super built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Sryalan,1310.0,2.0,2.0,37.83,3,2887.79
Plot  Area,18-May,Giri Nagar,4 Bedroom,,1120.0,4.0,2.0,175.0,4,15625.0
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984.0,2.0,1.0,55.0,2,5589.43
Built-up  Area,Ready To Move,Jalahalli,3 BHK,Reodsnc,1770.0,3.0,3.0,100.0,3,5649.72
Plot  Area,Ready To Move,Immadihalli,2 Bedroom,,900.0,3.0,1.0,105.0,2,11666.67
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,1350.0,5.0,1.0,120.0,5,8888.89
Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,Rosha I,1447.0,2.0,1.0,75.97,2,5250.17
Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,,1140.0,2.0,1.0,60.0,2,5263.16
Super built-up  Area,18-Jul,Bommanahalli,2 BHK,,1170.0,2.0,3.0,34.0,2,2905.98
Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,,1160.0,2.0,2.0,46.39,2,3999.14
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soena A,1296.0,2.0,1.0,89.0,2,6867.28
Built-up  Area,Ready To Move,Kempapura,3 BHK,Vaenev,1570.0,3.0,2.0,80.0,3,5095.54
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Ablmsol,1495.0,2.0,2.0,65.0,3,4347.83
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Shyalha,1530.0,2.0,2.0,67.0,3,4379.08
Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,900.0,4.0,0.0,140.0,5,15555.56
Super built-up  Area,Ready To Move,Gunjur,3 BHK,Paestol,1800.0,3.0,1.0,70.0,3,3888.89
Super built-up  Area,Ready To Move,Bellandur,2 BHK,DSpazTo,1088.0,2.0,2.0,48.0,2,4411.76
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1533.0,3.0,1.0,98.18,3,6404.44
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1100.0,2.0,1.0,68.0,2,6181.82
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,Asnts a,1540.0,3.0,3.0,90.0,3,5844.16
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Jancyes,1244.0,3.0,2.0,48.0,2,3858.52
Super built-up  Area,19-Mar,Hosa Road,2 BHK,Skume R,1040.0,2.0,1.0,68.59,2,6595.19
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1260.0,2.0,1.0,39.69,2,3150.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180.0,2.0,1.0,41.3,2,3500.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245.0,2.0,2.0,100.0,2,8032.13
Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,,1350.0,3.0,0.0,75.0,3,5555.56
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464.0,3.0,2.0,56.0,3,3825.14
Super built-up  Area,Ready To Move,Alur,1 BHK,,470.0,2.0,1.0,10.0,1,2127.66
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,,920.0,2.0,2.0,60.0,2,6521.74
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,DSousyl,1124.0,2.0,1.0,30.35,2,2700.18
Super built-up  Area,19-Sep,Yelahanka New Town,4 BHK,,2095.0,3.0,1.0,109.0,4,5202.86
Super built-up  Area,20-Aug,Begur Road,2 BHK,Pruthg,1100.0,2.0,1.0,71.42,2,6492.73
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Smentha,1019.0,2.0,1.0,58.0,2,5691.85
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1756.0,3.0,2.0,128.0,3,7289.29
Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1280.0,3.0,1.0,50.0,3,3906.25
Plot  Area,Ready To Move,Kenchenahalli,4 Bedroom,,1200.0,3.0,2.0,125.0,4,10416.67
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,1700.0,3.0,2.0,150.0,3,8823.53
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2134.0,4.0,2.0,118.0,3,5529.52
Super built-up  Area,18-Jun,Hosa Road,2 BHK,Sosisic,1369.1,2.0,1.0,98.0,2,7157.99
Plot  Area,Ready To Move,Hennur Bande,3 Bedroom,,1313.0,4.0,2.0,150.0,3,11424.22
